ljóst að	23016
í ár	22816
á meðan	22772
og eru	22660
sé ekki	22639
meira en	22306
ákveðið að	22305
að reyna	22294
síðasta ári	22250
en við	22224
Það eru	22074
á næsta	21932
sem sagt	21931
milljörðum króna	21904
í Bandaríkjunum	21655
þessu ári	21650
ég er	21624
Eins og	21614
en þar	21512
eru á	21464
að ganga	21248
í eigu	21213
hann er	21114
að fólk	21039
í landinu	20886
Ég er	20864
sér að	20808
væri að	20803
að komast	20657
sem þeir	20634
að geta	20614
á svæðinu	20508
og þetta	20425
í kringum	20370
þegar hann	20364
ég held	20296
ef að	20203
hann var	20130
og hann	20130
að menn	20107
það ekki	20077
á vef	20039
í þeim	20014
að þau	19939
verður að	19931
í síðustu	19794
í Vestmannaeyjum	19787
ekki á	19744
ætla að	19720
af þeim	19715
milljónum króna	19645
af stað	19634
sem hún	19613
þó að	19588
það hefur	19583
er þetta	19575
milli ára	19555
út úr	19522
í stað	19481
í tilkynningu	19447
að tryggja	19407
svo að	19380
á meðal	19343
fyrst og	19288
þurfa að	19284
út á	19264
sér í	19256
kemur í	19246
á eftir	19119
að draga	19081
að verða	18828
koma í	18827
er hægt	18816
og fremst	18777
að kaupa	18676
þurfi að	18658
að láta	18611
þar á	18592
í gærkvöldi	18574
án þess	18566
var ekki	18559
var um	18507
verði að	18489
nú í	18483
það í	18468
að þessi	18463
og með	18461
sem nú	18397
og hafa	18380
Við höfum	18380
að tala	18221
nú er	18193
búin að	18161
hér í	18148
þó ekki	18134
þeir sem	18125
að gefa	18036
frá árinu	18011
ég hef	17876
Ég held	17791
mikilvægt að	17771
hefði verið	17712
en ég	17711
að auka	17673
fjallað um	17652
næsta ári	17628
að bæta	17548
sú að	17477
króna í	17476
og ekki	17399
En það	17388
hún er	17387
er því	17351
ekki til	17319
eigi að	17307
síðustu viku	17262
upp úr	17251
áherslu á	17222
þar til	17219
á við	17165
verið á	17120
í kjölfar	17094
sagði að	17038
að sögn	17014
á ári	16993
erum við	16940
veg fyrir	16912
út af	16903
þegar að	16901
eru ekki	16900
í veg	16885
tilkynningu frá	16878
telur að	16871
hluti af	16847
og þeir	16810
þar með	16787
en þeir	16715
Háskóla Íslands	16688
Hann var	16566
niður í	16546
sagði í	16486
um helgina	16472
og segir	16461
sig í	16460
vera að	16363
á vegum	16341
að nota	16323
sér stað	16305
sem og	16228
á um	16172
Þá er	16134
að byggja	16122
þeim sem	16114
að á	16089
upplýsingar um	16026
voru í	15973
við því	15972
er verið	15815
það væri	15746
Hann er	15675
Ég hef	15639
sem á	15605
Hægt tölt	15599
í rauninni	15594
Og það	15590
vera í	15539
króna á	15507
minnsta kosti	15494
hvort að	15460
þúsund krónur	15449
á fundi	15446
með þeim	15439
kom fram	15437
gert ráð	15427
og til	15425
ár og	15417
í byrjun	15405
samræmi við	15381
þá sem	15374
svo sem	15361
taka þátt	15344
það verður	15330
sem voru	15317
en þá	15255
er náttúrulega	15247
Hægt stökk	15223
að mynda	15176
í vikunni	15165
það hafi	15163
dag að	15142
að leita	15110
að þessu	15094
og verður	15081
þar af	15078
eða um	15064
er við	15038
til baka	14995
að standa	14943
það verði	14887
er alveg	14861
ekki hafa	14821
að um	14808
af þessu	14778
í Evrópu	14758
og síðan	14727
tíma og	14624
að selja	14618
ég að	14596
að ef	14564
Íslands og	14530
af sér	14515
breytingar á	14465
á Selfossi	14440
sem það	14412
að bjóða	14403
í gærkvöld	14396
áfram að	14386
Það hefur	14353
þetta sé	14347
er ekkert	14347
hann hafi	14330
á óvart	14319
við getum	14309
á síðustu	14309
Hins vegar	14238
að breyta	14197
um þetta	14106
er auðvitað	14060
sig á	14059
er búið	14012
nú að	13974
í samræmi	13920
í sér	13910
í það	13903
hafa ekki	13883
hlut í	13845
það á	13814
er svo	13772
milljarðar króna	13743
sé í	13720
tengslum við	13719
undanfarin ár	13717
þeir eru	13674
málið í	13647
Það sem	13623
hingað til	13572
og hún	13563
hækkað um	13537
en þetta	13520
í málinu	13429
gera það	13367
kemur að	13329
Í dag	13323
að flytja	13294
að sækja	13237
með sér	13226
þá var	13212
ætti að	13173
tala um	13159
nú þegar	13153
áhyggjur af	13153
og nú	13137
yfir í	13087
fer fram	13074
koma til	13035
er þó	13007
í haust	12969
um leið	12928
er svona	12922
líkt og	12804
Þetta var	12796
hefur nú	12789
á sínum	12776
Að sögn	12767
fara að	12767
verður í	12725
fyrir það	12595
draga úr	12586
til landsins	12580
þar er	12575
á sér	12575
að þær	12564
erfitt að	12542
kom í	12537
er gert	12519
Ekki er	12486
hann að	12458
sagt að	12427
og um	12421
í tengslum	12404
halda áfram	12398
frá sér	12397
að nýta	12384
og voru	12356
Þrátt fyrir	12350
eru um	12325
mjög vel	12313
á ný	12309
með það	12275
að veita	12269
ekki bara	12243
hjá okkur	12188
við í	12153
í heild	12142
ætlar að	12129
hækkaði um	12128
samband við	12086
eru nú	12058
ekki síst	11990
í Viðskiptablaðinu	11979
ára og	11950
að eiga	11907
Hófa mál	11897
er sú	11867
von á	11867
í boði	11863
Þetta eru	11859
Nú er	11849
að minnsta	11835
hefur komið	11828
því ekki	11818
vera með	11803
Hún segir	11739
sem fram	11735
var með	11713
áhuga á	11712
komið í	11703
hann hefur	11694
við þurfum	11674
í þessari	11638
að sjálfsögðu	11632
á landinu	11631
búinn að	11625
um borð	11588
en áður	11550
við þá	11549
að mæta	11547
til í	11545
ljós að	11539
má sjá	11538
þar í	11528
að hægt	11501
í vor	11480
var það	11470
að búa	11454
fyrir um	11446
hún var	11429
hafði verið	11410
til Íslands	11340
raun og	11330
þá að	11323
þess vegna	11310
út frá	11260
segir hann	11250
þurft að	11237
milljóna króna	11231
fylgjast með	11179
eru með	11168
Bjarni Benediktsson	11146
í Noregi	11093
og veru	11091
ekki hægt	11089
fyrsta sinn	11084
fram kemur	11034
Hún er	11034
í Bretlandi	11021
samanborið við	10987
Þá var	10982
að horfa	10979
að með	10969
segir það	10963
að hækka	10889
upplýsingum frá	10888
í upphafi	10886
þurfum að	10835
er fjallað	10813
króna og	10773
um allt	10734
er einnig	10670
að fylgjast	10664
og fleiri	10657
ári og	10654
að þeim	10649
nú ekki	10649
að lækka	10641
saman um	10635
að ljúka	10635
en nú	10597
á borð	10554
í ljósi	10551
í kjölfarið	10543
um hvort	10520
að mestu	10491
í heiminum	10489
til og	10465
er enn	10460
sem af	10447
morgun og	10428
fyrir utan	10420
ekki við	10412
í borginni	10411
dag en	10406
er líka	10401
í Kópavogi	10394
ekki er	10389
Mér finnst	10380
af er	10352
gær og	10348
Áskrifendur geta	10328
Þar er	10318
hægt er	10314
fara yfir	10292
að þar	10283
að bregðast	10277
að mati	10266
sæti í	10245
að sýna	10232
tíma í	10208
bregðast við	10207
ákvörðun um	10200
vel og	10192
samstarfi við	10177
var hann	10157
í öllum	10156
á leið	10153
í Hafnarfirði	10130
í stjórn	10121
voru á	10098
að svo	10096
í janúar	10091
mikið af	10089
að senda	10084
fyrir sér	10081
og mun	10070
fór fram	10047
á undanförnum	10039
að þegar	10026
lækkað um	10017
fyrir í	10010
líka að	9983
fyrir okkur	9981
gær að	9962
farið að	9960
það og	9944
að nú	9934
á sviði	9911
fólk sem	9898
að hefja	9892
þegar hún	9885
held ég	9881
sem áður	9874
eru til	9818
ég var	9804
er hins	9804
að skila	9798
lækkaði um	9788
vegar að	9786
Þeir sem	9760
Í tilkynningu	9738
á undan	9723
mér finnst	9706
fyrir sig	9698
ekki sé	9691
þessu máli	9690
grein fyrir	9688
að hætta	9686
Hann hefur	9674
en þau	9662
því á	9628
rétt að	9598
hér að	9586
farið í	9586
í gangi	9572
alls ekki	9550
Þetta segir	9550
sem í	9541
af þessum	9533
á dögunum	9507
er fyrir	9487
upp og	9452
sem kom	9447
við og	9444
þetta mál	9441
hann í	9430
Arion banka	9426
og hérna	9423
er fram	9420
í desember	9404
einu sinni	9387
einn af	9384
leið og	9380
sé á	9347
á heimasíðu	9334
Alþingi í	9333
fá að	9329
á árunum	9325
Nánar er	9309
eiga að	9306
í næstu	9301
komið fram	9281
geta nálgast	9280
í Eyjum	9273
tækifæri til	9270
að undanförnu	9256
einnig að	9238
þetta í	9236
að sér	9218
átt að	9205
á sig	9196
að kynna	9195
eitthvað sem	9190
vel í	9186
annars vegar	9182
taka á	9179
bendir á	9162
við þetta	9161
á Suðurlandi	9158
má segja	9148
fór í	9140
að er	9137
í huga	9128
fyrr í	9123
fara fram	9116
í vetur	9112
í frétt	9096
saman í	9092
í Danmörku	9089
var við	9071
í bænum	9068
að meðaltali	9028
og jafnvel	9023
greindi frá	8999
Íslands í	8989
tók við	8980
í nóvember	8980
út fyrir	8967
í maí	8964
krónur á	8962
koma á	8959
aftur á	8937
að meta	8936
Til að	8931
að gerast	8921
í röð	8919
sínum tíma	8906
en um	8899
Íslandi og	8893
hafa komið	8893
í mars	8885
milljón króna	8883
sinn í	8878
í fréttum	8874
í október	8863
hátt í	8849
er hann	8849
hefur í	8848
sínum í	8837
hefur hækkað	8831
nú á	8820
telja að	8814
til viðbótar	8801
þetta eru	8798
og ef	8783
reynt að	8782
annars staðar	8778
að byrja	8775
fyrir þá	8769
á Norðurlandi	8749
Sigmundur Davíð	8746
þúsund manns	8723
Það verður	8719
í september	8713
í þetta	8705
til staðar	8698
verður á	8696
og fram	8696
þetta var	8695
Auk þess	8683
það þarf	8681
hafa í	8677
aftur til	8638
að hér	8634
ábyrgð á	8621
okkur að	8608
vinna að	8603
og þau	8595
í febrúar	8594
að allir	8584
komið að	8579
að sinna	8574
við fréttastofu	8572
í samstarfi	8570
á mánuði	8570
í gegn	8554
sem eiga	8551
bent á	8548
þegar ég	8543
þau eru	8542
á í	8538
átti að	8533
er ráð	8525
Sameinuðu þjóðanna	8519
að færa	8505
sem kemur	8503
til greina	8499
verið um	8496
með þessum	8493
aftur í	8484
en var	8484
í júní	8475
huga að	8473
á öðrum	8473
og þess	8465
á hendur	8465
að efla	8463
til með	8462
höfum við	8461
á Blönduósi	8449
að lokum	8446
að leysa	8426
og sagði	8423
vel á	8422
sig um	8415
til um	8411
ekki fyrir	8402
óskað eftir	8395
borð við	8386
er ljóst	8370
ekkert að	8366
saman og	8366
verði ekki	8334
í einu	8324
þeir hafa	8318
var til	8309
allt í	8306
vera á	8305
áfram í	8303
unnið að	8299
ekki með	8297
til þeirra	8297
Á sama	8296
að styrkja	8261
hafa orðið	8255
og eins	8253
á öllum	8239
það bil	8235
og þegar	8234
þegar það	8231
að opna	8225
að bíða	8216
að bera	8215
þá eru	8202
saman við	8196
er komið	8174
úr því	8156
í knattspyrnu	8151
Talið er	8141
að semja	8139
sem þau	8123
niður á	8118
rétt fyrir	8116
búnir að	8112
annað en	8103
erum með	8089
sem verður	8074
kom út	8054
á næstunni	8054
frá þessu	8031
inni í	8025
víða um	8022
sölu á	8016
að nýju	7995
ef það	7992
og einnig	7992
þúsund tonn	7976
ekki vera	7974
liggur fyrir	7966
og annað	7965
aðgang að	7955
eitt af	7929
um hvernig	7890
þegar þeir	7888
næstu viku	7885
dag í	7877
fram til	7856
hafi komið	7849
verið með	7846
vegar ekki	7840
er allt	7836
á þetta	7810
sem koma	7799
Samkvæmt upplýsingum	7798
tveimur árum	7796
hægt sé	7788
taka við	7786
á staðnum	7771
í apríl	7770
stað í	7753
lögum um	7750
og áður	7744
ekki lengur	7743
þegar við	7738
núna í	7729
greinir frá	7728
dag er	7720
þeim tíma	7697
með í	7676
út um	7664
tvö ár	7636
að kanna	7628
er ég	7625
hefur það	7594
að þú	7591
ætlað að	7585
hérna í	7583
dæmi um	7576
því hvernig	7575
íslenskra króna	7573
er kannski	7564
til starfa	7558
í lagi	7550
hún hefur	7546
þá hefur	7543
að ráða	7535
koma fram	7531
en svo	7530
að hugsa	7522
lengri tíma	7516
og einn	7514
í rekstri	7511
við viljum	7500
á bilinu	7499
Eftir að	7499
í landi	7497
tonn af	7486
síðan í	7476
er frá	7466
eða í	7463
voru að	7461
að til	7450
í ágúst	7444
ætlum að	7436
hann á	7433
verður ekki	7429
en þær	7429
bara í	7428
á fundinum	7423
á tímabilinu	7420
í síðasta	7409
í viðtali	7402
þýðir að	7395
og allt	7388
því miður	7387
þetta og	7373
hefur gengið	7372
að baki	7363
í notkun	7360
búast við	7348
og frá	7347
yfir á	7310
er einn	7309
Þá hefur	7309
hvort það	7289
í öðrum	7288
Davíð Gunnlaugsson	7287
sína í	7275
við sig	7275
við eigum	7253
verið til	7252
ekki alveg	7246
vel að	7237
var svo	7230
að hluta	7229
að spila	7229
farið fram	7214
á þessari	7213
mér að	7212
við um	7212
hvort sem	7211
gaman að	7198
væri ekki	7185
sér og	7165
talið að	7163
í júlí	7138
um þessar	7132
Jóhanna Sigurðardóttir	7106
þegar kemur	7093
að síður	7092
frá og	7090
er meðal	7078
er þá	7075
og öðrum	7074
eru þeir	7068
með þessu	7067
sér til	7066
að þarna	7064
getur verið	7061
er talið	7056
þurfti að	7051
sér ekki	7049
sem þar	7019
verða að	7017
í félaginu	7016
fyrir árið	7016
í framtíðinni	7014
upp að	7011
að hérna	7009
Fram kemur	7002
í þeirri	6993
sé hægt	6977
er eftir	6974
í máli	6968
gott að	6957
en einnig	6954
að loka	6952
og hvernig	6951
frá Þúfu	6946
tjá sig	6937
sig og	6933
ef við	6932
sjálfu sér	6920
að skapa	6908
höfum verið	6906
á hlut	6905
hafa fengið	6881
Það má	6876
í um	6867
nauðsynlegt að	6862
að að	6855
meiri en	6853
og aðrir	6851
því og	6844
athygli á	6842
verði í	6839
sagt upp	6838
Katrín Jakobsdóttir	6831
það til	6829
á fyrstu	6826
komið á	6824
var fyrir	6821
Hann sagði	6821
er mikið	6818
á hverjum	6811
um miðjan	6810
hefur lækkað	6805
að borga	6797
undanförnum árum	6793
viðtali við	6792
Sjá einnig	6790
við munum	6788
að svara	6787
landi og	6768
hvers vegna	6756
þessum tíma	6753
og gera	6752
þessu sinni	6734
er alltaf	6733
í öðru	6732
verð á	6730
fara með	6729
þessu og	6729
hann og	6722
hefur tekið	6717
sér á	6711
er eitt	6711
frá upphafi	6709
fram og	6704
kaup á	6699
að klára	6698
að málið	6697
ekki um	6691
takast á	6677
kom til	6669
af hálfu	6662
virðist vera	6658
að svona	6649
út og	6646
og koma	6642
á þá	6641
búa til	6639
enn frekar	6637
en þó	6636
byggja upp	6636
Ég var	6634
á og	6622
svo er	6618
samkvæmt upplýsingum	6618
í Svíþjóð	6607
þeirra og	6605
hafa áhrif	6592
kost á	6591
og fyrir	6589
þessi mál	6585
til sín	6582
fyrir þetta	6580
líklegt að	6569
fyrsta skipti	6561
þá í	6547
við vorum	6546
árum og	6542
og taka	6538
rætt við	6538
Og ég	6533
tel að	6524
hvað varðar	6519
það má	6518
sinn sem	6508
lagt fram	6500
Um er	6491
Lögreglan á	6482
sem þarf	6476
En við	6475
vonast til	6474
næstu dögum	6474
leið til	6473
Vinstri grænna	6466
aldrei verið	6463
Samtaka atvinnulífsins	6459
svo á	6453
á markaði	6450
morgun að	6444
Þá segir	6441
fyrir hönd	6435
að skipta	6434
að grípa	6429
fyrir og	6426
kannski ekki	6422
á grundvelli	6420
vegna málsins	6418
hefur ákveðið	6415
gera ráð	6408
á hverju	6402
og þær	6400
hún hafi	6396
hans og	6394
verið mjög	6393
því hvort	6393
á dag	6389
að takast	6384
Hún var	6381
Reykjavík og	6380
okkur og	6378
að fullu	6373
hann hefði	6355
í samfélaginu	6349
í Þýskalandi	6345
sig við	6339
að beita	6337
rekja til	6330
og sjá	6329
á fyrsta	6327
hjá þeim	6315
að ríkið	6314
segist ekki	6308
er af	6307
þessar mundir	6300
hvað er	6294
verði á	6292
ár en	6290
sem um	6285
bæði í	6284
um allan	6283
að líta	6281
í þriðja	6281
langan tíma	6275
fer í	6263
var mjög	6260
því til	6258
og eftir	6250
hefur farið	6243
en þegar	6243
talað um	6241
hefur orðið	6236
er hún	6235
í síma	6234
mál sem	6233
allt frá	6230
okkur í	6226
að verja	6222
Þar sem	6207
En ég	6205
Og við	6201
næstu árum	6198
borð í	6196
af hverju	6194
líkur á	6190
sem hafi	6183
og fór	6183
hér er	6180
til þessa	6164
fyrirtæki sem	6154
að félagið	6142
fyrra og	6141
hefur hann	6133
þar að	6121
frá í	6119
ég tel	6115
mikið á	6111
fleiri en	6107
en eftir	6106
sinni í	6106
því við	6106
við ætlum	6104
eða ekki	6100
hann sé	6097
leiða til	6097
það hvort	6096
sé til	6091
við hann	6089
nú um	6085
á föstudag	6083
sig fram	6080
hafi orðið	6075
hefði ekki	6075
komið til	6073
það séu	6073
hef ég	6072
kom á	6072
stað þess	6071
Þar segir	6063
að maður	6059
sem vilja	6053
Hægt er	6050
í Kína	6050
úr landi	6049
jókst um	6043
þær eru	6040
á markað	6040
við verðum	6016
koma að	6016
hérna á	6014
alveg ljóst	6011
í fyrstu	6005
kemur til	6000
að undirbúa	5998
Sigurður Ingi	5995
ég ekki	5994
eru mjög	5978
í sjálfu	5960
til ársins	5958
mat á	5957
að þeirri	5956
fara á	5952
sem hægt	5948
segist hafa	5948
að allt	5943
ég veit	5942
en er	5942
horfa á	5940
á landsbyggðinni	5934
yfir að	5934
séu ekki	5932
og fleira	5932
og svona	5930
kom að	5928
að vita	5927
í íslensku	5921
eðlilegt að	5911
vill að	5903
hluta af	5902
heild sinni	5898
og þannig	5880
og hins	5879
fyrir alla	5871
en til	5870
til lands	5867
í heimi	5862
Hér er	5861
utan um	5861
sem varð	5860
Það þarf	5853
á bak	5851
hafa tekið	5850
á Suðurnesjum	5842
sammála um	5841
þeir voru	5812
fjallar um	5809
að stjórnvöld	5805
karla í	5805
okkar og	5798
að Íslendingar	5796
á Ísafirði	5794
í för	5791
hefur á	5789
Gert er	5785
séu í	5781
þá verður	5780
því fram	5779
séu að	5769
það bara	5761
og verða	5760
á þriðja	5760
enn í	5759
mikið í	5758
í svona	5757
að þurfa	5754
á lista	5750
við á	5750
gefið út	5744
fjalla um	5743
möguleika á	5730
á leiðinni	5730
á Facebook	5726
ofan í	5726
að kalla	5724
við séum	5724
í tilefni	5721
ástæða til	5715
og má	5711
er mikil	5704
lagt til	5704
um klukkan	5702
þangað til	5691
greint frá	5684
átt sér	5672
Þeir eru	5671
við sjáum	5670
þeirra í	5660
var því	5659
í staðinn	5654
tilkynnt um	5654
var stofnað	5653
þessa árs	5653
vinna í	5649
má nefna	5648
þeir hafi	5646
var frá	5646
þú ert	5645
hefur einnig	5644
að fyrirtækið	5643
að Ísland	5642
í tilkynningunni	5635
heimild til	5633
hafa farið	5630
um land	5629
sæti á	5617
að styðja	5614
komið upp	5603
og tók	5603
nótt og	5601
þess efnis	5599
ég segi	5599
er vitað	5597
og þjónustu	5596
að lesa	5595
segja það	5583
aðild að	5582
allt sem	5581
að sú	5578
er komin	5577
var gert	5577
í þá	5576
til skoðunar	5570
þetta ekki	5569
því það	5568
Þess vegna	5563
en árið	5559
mjög mikið	5558
Samkvæmt heimildum	5556
segir þetta	5554
tekur við	5553
sem fer	5535
var þá	5534
að reka	5523
bak við	5515
er sem	5507
og fara	5506
liggja fyrir	5504
bjóða upp	5498
að rannsaka	5494
sér fyrir	5493
og fá	5491
í London	5491
fólk er	5489
að auki	5487
móts við	5483
alltaf að	5483
fyrsta lagi	5479
tryggja að	5479
var einnig	5478
við Fréttablaðið	5478
að smella	5475
sé nú	5472
um í	5471
á netinu	5469
í sama	5466
sett á	5464
hans í	5464
það hvernig	5460
og hafði	5459
Hún hefur	5458
ljósi þess	5454
ákvað að	5452
því fyrir	5451
að velja	5448
og menn	5448
rétt á	5442
verið gert	5441
því yfir	5441
og þeim	5440
að öllum	5440
kom upp	5432
að fjölga	5426
tillit til	5424
að gæta	5424
allan heim	5413
Akureyri og	5407
í húsinu	5402
eða á	5400
boðið upp	5398
í nýrri	5396
sama tímabili	5396
að mér	5390
við með	5387
einnig í	5384
hefur fengið	5381
að eru	5375
sem hafði	5374
í fjölmiðlum	5373
á Vestfjörðum	5371
búist við	5371
þeirra á	5370
í leiknum	5366
að veiða	5361
leitt til	5360
tekist að	5355
samvinnu við	5355
miklu máli	5354
að minnka	5354
er ein	5352
að honum	5346
er og	5343
þessu er	5343
við ekki	5340
við okkur	5336
taka upp	5336
Það voru	5334
sínum og	5334
frá Selfossi	5332
sem hér	5323
leggja fram	5320
sé um	5318
sem nemur	5316
veit ekki	5314
ekki gert	5313
frá þeim	5310
ættu að	5308
gert að	5305
tveggja ára	5302
vona að	5297
komi til	5290
minna en	5286
og hvað	5286
er eitthvað	5284
annars að	5281
um þá	5277
þriggja ára	5274
á dagskrá	5271
sem fyrst	5271
var samþykkt	5268
Ég veit	5266
um hvað	5262
hafa nú	5261
um stöðu	5260
gert það	5256
komast í	5254
stuðla að	5254
segir hún	5254
á vefnum	5251
að kjósa	5250
við Háskóla	5250
þeirra er	5247
að endurskoða	5245
hafi farið	5243
síðustu ár	5241
er eins	5241
rannsókn á	5240
og kom	5239
ég get	5239
og önnur	5228
sína á	5223
í sögu	5221
þrjú ár	5219
að ákveða	5216
og mér	5215
kleift að	5212
í árslok	5210
þyrfti að	5205
vinna með	5201
Einnig er	5195
verkefni sem	5193
fór að	5185
koma með	5177
Ég tel	5173
sem verið	5169
á þingi	5168
var ákveðið	5164
og verið	5163
á vinnumarkaði	5163
og allir	5160
og stendur	5158
á framfæri	5150
engu að	5149
að ríkisstjórnin	5141
ef ekki	5139
til sölu	5134
ekki eins	5129
á vettvangi	5128
varð í	5126
því um	5125
Ingibjörg Sólrún	5123
komin í	5119
í Morgunblaðinu	5119
sér um	5117
á vettvang	5115
árið áður	5113
þetta á	5112
eru þau	5111
orðið fyrir	5109
frekar en	5106
síðar í	5102
sem átti	5100
við teljum	5099
um síðustu	5099
benda á	5095
okkar í	5091
hann ekki	5091
í fréttatilkynningu	5084
En þetta	5074
lög um	5069
bara mjög	5069
króna en	5068
sem gerir	5064
sem stendur	5062
Þúfu í	5061
síðasta árs	5059
grein í	5057
í fyrri	5056
að fylgja	5055
vegna þessa	5054
ekki hafi	5052
þá á	5050
í íslenskum	5048
eru það	5046
virðist sem	5045
hefur gert	5044
um landið	5041
að ráðast	5038
það kemur	5035
og varð	5035
í Héraðsdómi	5035
það voru	5030
fyrir á	5024
finnst mér	5023
króna viðskiptum	5018
mikið og	5017
Ég vil	5016
ekki fyrr	5013
meðal þeirra	5009
að skrifa	5002
fólki sem	4998
á fyrri	4989
í okkar	4988
það hefði	4986
upp með	4981
var hún	4978
þetta hefur	4978
á ekki	4971
er kominn	4964
Þetta hefur	4962
gerir ráð	4960
í Landeyjum	4957
þremur árum	4951
Seðlabanka Íslands	4944
umræðu um	4939
til okkar	4938
menn eru	4937
verðum að	4935
auðvitað að	4934
þeirri niðurstöðu	4930
er núna	4921
síðustu daga	4915
hætti að	4912
finnst það	4904
Það sé	4903
til lengri	4901
þessa dagana	4895
sinni á	4895
tekið þátt	4895
hafa gert	4892
Með því	4890
og fólk	4889
við þessa	4884
saman á	4883
sem komið	4880
væri í	4880
hvað það	4878
en fyrir	4875
öðru sæti	4871
að bjarga	4868
ári en	4862
í viðskiptum	4858
er mikilvægt	4857
bara á	4856
hófst í	4853
var bara	4851
trú á	4848
og annarra	4847
sjá um	4847
hann til	4844
þeir að	4842
enda er	4841
og fékk	4839
Evrópu og	4835
ár í	4833
á staðinn	4831
við þær	4828
Ólafur Ragnar	4828
en hefur	4825
þar var	4825
bendir til	4825
getum við	4824
gera þetta	4824
að snúa	4824
það getur	4821
hér og	4818
má að	4816
eigið fé	4816
því hvað	4816
svo í	4815
en samkvæmt	4815
hafi í	4814
teljum að	4813
leiðir til	4811
ég sé	4803
er rétt	4799
milljónir evra	4797
Reykjavík í	4794
að hjálpa	4793
mikil áhrif	4793
Jóhanna Vigdís	4784
Össur Skarphéðinsson	4776
Við viljum	4771
að safna	4769
og formaður	4768
tíma að	4766
Við þurfum	4762
hjá mér	4760
í samvinnu	4760
einhvers konar	4758
ég á	4757
þess er	4751
Árni Páll	4740
kemur á	4736
inni á	4736
til framtíðar	4733
mikið að	4729
mynd af	4726
tóku þátt	4726
í starfi	4724
Í gær	4720
morgun en	4719
með þetta	4717
það hafa	4715
fólk til	4714
nálgast blaðið	4714
sem fólk	4710
en með	4710
birtist í	4710
með um	4706
tímanum í	4705
að verkum	4704
að neðan	4702
til kynna	4699
allt land	4698
er búinn	4695
Er þetta	4694
frá Sauðárkróki	4686
hún að	4684
Reykjavíkur í	4680
landsins og	4676
að huga	4674
áður var	4673
á hann	4672
rætt um	4667
í annað	4666
hann væri	4666
sagði hann	4664
nú verið	4662
haldið áfram	4662
haft áhrif	4660
grípa til	4658
í Frakklandi	4652
til við	4644
sambandi við	4642
hefur aukist	4640
sett í	4637
